question,answer,movie_name
門鎖 操作音 ， 哦 真的 嗎,嘆氣,Aloners
嘆氣,音頻 從 電視 中 傳出,Aloners
啊 ， 是 的 ， 謝謝,手機 里 傳來 聲音,Aloners
喂 ， 是 的 ， 人們 的 笑聲,視頻 中鎮燮 的 笑聲,Aloners
視頻 中 鎮燮 的 咳嗽,哦 ， 太 棒 了 。,Aloners
手機 里 傳來 聲音,嘆,Aloners
嘆,劈啪聲,Aloners
吉娜 疲倦 呻吟,劈啪聲,Aloners
幕布 關閉,走廊 很 吵 ， 成勳 的 朋友 1 說,Aloners
走廊 很 吵 ， 成勳 的 朋友 1 說,， 因為 我 認為 我們 會 提供 幫助,Aloners
你 就 是 這樣 瀟灑,你 為甚麼 要 早晨 踢 足球 ？,Aloners
你 為甚麼 要 早晨 踢 足球 ？,成勳   嘿 ， 你 還 不 快點 嗎 ？ ，   成勳 的 朋友  1  歐巴 來 了,Aloners
成勳 的 朋友  2  嗯 ？ ，   成勳   嘿 ， 你 要 小心 。,成勳   嘿 ， 你 的 衣服 現在 最 乾淨,Aloners
成勳 的 朋友  2  嘿 ， 我 買 了 一 個 新 的 ， 宋勳 的 笑聲,成勳   好好 休息 ， 然後 去 做 。 ，   成勳 的 朋友  1  嗯 ？,Aloners
成勳   好好 休息 ， 然後 去 做 。 ，   成勳 的 朋友  1  嗯 ？,成勳   這 裡面 沒有 牛奶 ，   成勳 的 朋友 1 Live Q,Aloners
， 你們 兩 個 什麼 時候 約會 ？,每 個 人 都 說,Aloners
嘿 ， 我 也 需要 移動 這 個 。 ，   成勳 的 朋友 2  呃,成勳   呃 ， 隔壁 ， 你 好,Aloners
成勳   呃 ， 隔壁 ， 你 好,強烈 呻吟 ， 我們 現在 是 鄰居,Aloners
強烈 呻吟 ， 我們 現在 是 鄰居,哦 ， 我 發現 在 這 所 房子 裡 … …,Aloners
沒有 電視,沒有 電視 ？,Aloners
沒有 電視 ？,嗯 ， 你 沒有用 錯線 ， 是 嗎 ？,Aloners
嗯 ， 你 沒有用 錯線 ， 是 嗎 ？,不 ， 等一下 。,Aloners
成勳 的 朋友 1  不 ， ， 我們 怎麼 知道 的 ？ 這 是 我 哥哥 的 家 。,成勳   不 ， 這裡 沒有 電視 。,Aloners
成勳 的 朋友 2  不 知道 ， 是 我們,對不起 ， 我 現在 沒 腦子,Aloners
我 稍後 會 檢查,做 快點,Aloners
做 快點,是 的,Aloners
是 的,對不起,Aloners
對不起,成勳   嘿 ， 桌子,Aloners
成勳   嘿 ， 桌子,成勳   有 一 張 桌子 ，   成勳 的 朋友 2  呃,Aloners
成勳   有 一 張 桌子 ，   成勳 的 朋友 2  呃,點擊 鍵盤,Aloners
點擊 鍵盤,秀珍 咳嗽 ， 蓋子 突然 打開,Aloners
秀珍 咳嗽 ， 蓋子 突然 打開,它 發出 吱吱聲,Aloners
蓋子 咔嚓 一 聲 合上,但 我 是 唯一 一 個 聽到 這 個 的 人 嗎 ？,Aloners
但 我 是 唯一 一 個 聽到 這 個 的 人 嗎 ？,聲音 ？,Aloners
聲音 ？,這 個 是 接通 時  dududududutu 聲,Aloners
這 個 是 接通 時  dududududutu 聲,昨天 睡覺 時候 聽到,Aloners
昨天 睡覺 時候 聽到,嗯 ， 會 好起來 。,Aloners
鼠標 操作 音,鼠標 操作音 ， 來電 鈴聲,Aloners
鼠標 操作音 ， 來電 鈴聲,我們 將 竭誠為 您 服務,Aloners
我 是 常春藤卡 顧問 樸秀珍 。,哦 ， 是 的 ， 你 好 ， ， 經紀人 樸秀珍 。,Aloners
嘿 ， 我 有 一 個 問題,哦 ， 是 的 ， 告訴 我,Aloners
哦 ， 是 的 ， 告訴 我,哦 ， 我 不 知道 怎麼 解釋 這 個 。,Aloners
哦 ， 我 不 知道 怎麼 解釋 這 個 。,客戶 3 猶豫,Aloners
客戶 3 猶豫,小聲   其實 我 做 了 一 台 時光機 。,Aloners
小聲   其實 我 做 了 一 台 時光機 。,是 的,Aloners
是 的,呃 ， 但 我 是 打算 到 2002年 。,Aloners
呃 ， 現金 太 重 了 ， 所以 你 最好 帶上 你 的 卡 。,是 的,Aloners
是 的,呃 ， 我 可以 去 那裡 使用 它 嗎 ？,Aloners
呃 ， 我 可以 去 那裡 使用 它 嗎 ？,哦 ， 我 真的 沒 那麼 奇怪 。,Aloners
這 是 一 個 對 我 來 說 重要 的 問題 。,我 不 相信 任何 人 ， 我 什至 無法 獲得 國家 援助,Aloners
現在 我 自己 解決 。,你 不能 被 一 張 牌 擋住 。,Aloners
你 不能 被 一 張 牌 擋住 。,吉娜 輕拍 ， 是 的 ？,Aloners
吉娜 輕拍 ， 是 的 ？,如此,Aloners
如此,哦 ， 是 的 ， 對不起 ， 先生 。,Aloners
秀珍   還 沒有 開發 。,哦 ， 對 吧 ？,Aloners
哦 ， 對 吧 ？,客戶 3 的 嘆息,Aloners
客戶 3 的 嘆息,太 麻煩 了,Aloners
太 麻煩 了,顧客 的 嘆息  3,Aloners
顧客 的 嘆息  3,秀珍   但是 你 為什麼 要 去 2002年 呢 ？,Aloners
秀珍   但是 你 為什麼 要 去 2002年 呢 ？,蛤 ？,Aloners
蛤 ？,顧客 3 的 淺 笑,Aloners
神秘 音樂 ， 哦 ， 那 是 因為 韓國 世界杯,啊 ， 世界杯,Aloners
啊 ， 世界杯,有 那麼 好玩 嗎 ？,Aloners
有 那麼 好玩 嗎 ？,顧客  3  啊,Aloners
顧客  3  啊,哦 ， 寶貝 ， 你 還 小,Aloners
哦 ， 寶貝 ， 你 還 小,哦 真的 嗎,Aloners
哦 真的 嗎,我 當時 真的 很 害怕 。,Aloners
我 當時 真的 很 害怕 。,啊 ， 這麼多 人 都 穿 一樣 紅衣 和 唱歌,Aloners
甚至 都 沒有 大驚小怪,我 真的 很 想 再一次 去 那裡,Aloners
走入 人群,嘆氣   那 時候 真的 很 好,Aloners
嘆氣   那 時候 真的 很 好,嗯 ， 現在 大家 都 很 忙,Aloners
嗯 ， 現在 大家 都 很 忙,嘆氣   有 很多 事情 要 做,Aloners
嘆氣   有 很多 事情 要 做,原來如此,Aloners
你 也 不能 帶 我 嗎 ？,真的 嗎 ？,Aloners
真的 嗎 ？,嗯 ， 我 很 好,Aloners
嗯 ， 我 很 好,顧客 3 驚訝 呻吟,Aloners
顧客 3 驚訝 呻吟,這 是 你 第一 次 這樣 跟 我 說話 。,Aloners
這 是 你 第一 次 這樣 跟 我 說話 。,一起 走 ， 一起 走 樸秀鎮 顧問,Aloners
跟 我 來,如果 這 張 卡 問題 解決 了,Aloners
你 可以 馬上 離開,我 要 回去 了 。,Aloners
大家 向 你 問好,大家 向 你 問好,Aloners
大家 向 你 問好,哦 ，   謝謝 大家,Aloners
人們 回應,今天 追悼會 是,Aloners
阿門,， 哦 ， 牧師 ， 等一下 。,Aloners
， 哦 ， 牧師 ， 等一下 。,人們 說話,Aloners
人們 說話,手機 里 傳來 聲音,Aloners
是 甚麼 ？ ， 電視 爆裂 聲,不 ， 這 個,Aloners
不 ， 這 個,手機 里 傳來 聲音,Aloners
手機 里 傳來 聲音,門鈴 響起,Aloners
門鈴 響起,隔壁,Aloners
隔壁,是 我,Aloners
是 我,有 人 在 嗎 ？,Aloners
有 人 在 嗎 ？,門鈴 響起,Aloners
門鈴 響起,我 是 來 看 電視 的,Aloners
我 是 來 看 電視 的,門鈴 響起,Aloners
門鈴 響起,哦 ， 你 好,Aloners
哦 ， 你 好,不 ， 你 之前 說 的,Aloners
看起來 你 肯定 觸錯 了 線 。,好 吧 ， 如果 我 明天 給 司機 打電話,Aloners
好 吧 ， 如果 我 明天 給 司機 打電話,我 想 我 明天 可以 修好,Aloners
我 想 我 明天 可以 修好,好 的,Aloners
好 的,哦 ， 等一下,Aloners
哦 ， 等一下,看看 這 個,Aloners
看看 這 個,我 發現,Aloners
我 發現,我 在 家 裡 有 一些 工作 。,Aloners
我 在 家 裡 有 一些 工作 。,不 ， 我 實際 上 得到 了 那 所 房子,Aloners
不 ， 我 實際 上 得到 了 那 所 房子,這 是 你 要 結婚 的 房子 ， 對 吧 ？,Aloners
這 是 你 要 結婚 的 房子 ， 對 吧 ？,我 出奇 的 老 了,Aloners
我 出奇 的 老 了,因為 有 一 個 我 喜歡 的 女孩,Aloners
因為 有 一 個 我 喜歡 的 女孩,但 我 聽說 在 我 會 再 買 的 房子 裡 發生 了 類似 的 事情 。,Aloners
你 在 哪裡 找到 它 ？,是 嗎 ？,Aloners
是 嗎 ？,哦 這 個,Aloners
哦 這 個,你 認為 你 在 哪裡 滾動 ？,Aloners
你 認為 你 在 哪裡 滾動 ？,你 只要 拿起 類似 的 東西 並 寫下來 ， 對 吧 ？,Aloners
原本 是 這樣 的,你 有 什么 生氣 嗎 ？,Aloners
你 有 什么 生氣 嗎 ？,重 音樂,Aloners
重 音樂,一起 笑,Aloners
視頻 中 人們 的 笑聲,哦 ， 什麼 ， ， 你 又 有 晚餐 的 時間表 了 嗎 ？,Aloners
人們 回應,牧師,Aloners
圖片 掉下來 ， 眾人 驚呼,孩子 沒 事,Aloners
孩子 沒 事,哦 ， 我 家人 在 他 還 活 著 的 時候 就 喜歡 這 個 黃瓜 索巴克 。,Aloners
一起 笑,手機 里 傳來 聲音,Aloners
哦 ， 真的 ， 人 的 彈性,嘿 ， 給 我 掌聲,Aloners
視頻 中 的 人 很 吵,音頻 從 電視 中 傳出,Aloners
劈啪聲,一 個 破碎 的 聲音 傳出,Aloners
一 個 破碎 的 聲音 傳出,劈啪聲,Aloners
劈啪聲,門鎖 操作 音,Aloners
吉娜 ， 你 在 嗎 ？,為甚麼 你 的 臉 是 這 個 形狀 ？,Aloners
為甚麼 你 的 臉 是 這 個 形狀 ？,你 昨天 沒 睡 嗎 ？,Aloners
你 昨天 沒 睡 嗎 ？,哦 ， 嘿 ， 今天 是 星期一 ， 所以 有 很多 電話 。,Aloners
哦 ， 嘿 ， 今天 是 星期一 ， 所以 有 很多 電話 。,喂 ， 你 的 新人 還 沒 到 嗎 ？,Aloners
喂 ， 你 的 新人 還 沒 到 嗎 ？,給 他 打 個 電話,Aloners
給 他 打 個 電話,呃 ？,Aloners
有 爆裂聲,笑,Aloners
嘆 ， 鼠標 操作 音,鼠標 操作音 ， 來電 鈴聲,Aloners
鼠標 操作音 ， 來電 鈴聲,哦 ， 你 好,Aloners
哦 ， 你 好,啊 啊 啊 ， 全心全意 為 你 服務,Aloners
咳嗽,哦 ， 對不起 ， 我 會 再次 幫助 您 進行 諮詢 。,Aloners
哦 ， 對不起 ， 我 會 再次 幫助 您 進行 諮詢 。,那 個 ， 我 要 為 那 張 信用卡 做 一 個 。,Aloners
那 個 ， 我 要 為 那 張 信用卡 做 一 個 。,是 的 ， 客戶,Aloners
你 在 做 甚麼 ？ 不 進去,哦 ， 你 給 秀珍 打 過 電話 嗎 ？,Aloners
哦 ， 你 給 秀珍 打 過 電話 嗎 ？,我 給 你 發 了 我 的 電話 號碼,Aloners
我 給 你 發 了 我 的 電話 號碼,不,Aloners
不,院長 的 嘆息,Aloners
我 以為 你 不會 接 我 的 電話,領隊 舔 了 舔 舌頭,Aloners
要 做到 這 一 點 ， 很 明顯,做 了 甚麼,Aloners
笑,扔 東西,Aloners
扔 東西,拿起 耳機,Aloners
拿起 耳機,拉起 椅子,Aloners
拉起 椅子,嘆,Aloners
鼠標 操作音 ， 點擊 鍵盤,來電 鈴聲,Aloners
來電 鈴聲,我們 將 竭誠為 您 服務,Aloners
我 是 常春藤卡 顧問 吉娜 。,喂 ？,Aloners
喂 ？,是 的 ， 先生 ， 我們 有 甚麼 可以 幫助 您 的 嗎 ？,Aloners
是 的 ， 先生 ， 我們 有 甚麼 可以 幫助 您 的 嗎 ？,顧客  8  我 一直 在 看 這 張 卡 的 詳細 信息 ， .,Aloners
我 希望 你 可以 讀 一 遍,是 的 ， 先生 ， 你 能 ， 請 稍 等一下 ？,Aloners
鼠標 操作音 ， 客戶  8  是,是 的 ， 顧客 ， 這 個 月 的 賬單,Aloners
我 可以 全部 閱讀 嗎 ？,客戶  8  是,Aloners
客戶  8  是,是 的 ， 先生 ， 我 會 讀 的,Aloners
是 的 ， 先生 ， 我 會 讀 的,11月 1日 ，9:16,Aloners
"我們 的 超級 1,200 韓元 ， 一 次 性 付款",11月 1日 ，12:53,Aloners
來電 鈴聲,客戶  8  是,Aloners
客戶  8  是,11月 1日,Aloners
11月 1日,19:05,Aloners
19:05,"家庭 25,   4,500   韓元",Aloners
一 次 性 支付 ， 來電 鈴聲,黑暗 音樂,Aloners
是 的 ， 接下來 呢 ？,嗯 ， 11月 2日,Aloners
來電 鈴聲,9:32 ， 來電 鈴聲,Aloners
甚麼 ？,呃 不,Aloners
呃 不,23 分鐘 ， 來電 鈴聲,Aloners
錢 來來去去 ， 沉重 的 呻吟,我 必須 向 金融 監督局 報告 ， 所以 再 告訴 我 你 的 名字 。,Aloners
呃 ， ‘ 2 ’ … …,23 分鐘,Aloners
嘿 ， 那 是 因為 你 必須 停下來 。,班布 咖啡,Aloners
呃 … ，   你 現在 不 理 我 了 嗎 ？,十一月,Aloners
門鈴 響起 ， 吉娜 的 嘆息,門鈴 反复 響起,Aloners
吉娜 嘆息,秀珍 呼吸聲,Aloners
秀珍 呼吸聲,來電 鈴聲,Aloners
來電 鈴聲,激動 人心 的 音樂 正在 播放 ， 你 好,Aloners
你 為甚麼 不 接 電話 ？,嗯 ？ ， 通話 中斷,Aloners
吉娜 ， 我 現在 聽 不 到 你 了 ， 我 現在 在 這裡,請 再 說 一 遍 ？,Aloners
你 現在 在 哪裡 ？,"吉娜 ,   因為 我 現在 不 在 這裡 … …",Aloners
啊 哈 ， 我 甚麼 都 聽 不 見 … …,甚麼 ？,Aloners
嘆 ， 激動 人心 的 音樂 不斷 播放,你 就 這樣 到處 亂跑 ？,Aloners
哦 ， 有 什麼 好玩 ！,哦 ， 你 為甚麼 一直 用 你 媽媽 的 手機 ？,Aloners
哦 ， 你 為甚麼 一直 用 你 媽媽 的 手機 ？,嗯 ？,Aloners
啊 ， 你 為甚 麽 生氣 ， 嗯 ？,對 我 說 對不起,Aloners
對 我 說 對不起,我 錯 了,Aloners
我 錯 了,也 給 媽媽,Aloners
也 給 媽媽,哦 ， 說 對不起 ！,Aloners
哦 ， 說 對不起 ！,通話 中斷,Aloners
尖叫聲,來電 鈴聲,Aloners
指導 之 聲   客戶 暫時 不 接 電話 … …,來電 鈴聲 ， 呼吸 短促,Aloners
來電 鈴聲 ， 呼吸 短促,指導 之 聲   客戶 暫時 不 接 電話 … …,Aloners
指導 之 聲   客戶 暫時 不 接 電話 … …,手機 操作 音,Aloners
手機 操作 音,有 意義 的 音樂,Aloners
嘆,艱難 的 呻吟,Aloners
媽媽,吉娜 嘆息,Aloners
重 音樂,2019年 12月 16日 …,Aloners
2019年 12月 16日 …,803 房 的 前 租戶,Aloners
803 房 的 前 租戶,孫洪 說,Aloners
孫洪 說,撫慰 你 一 個 人 留下 的 寂寞,Aloners
輕輕 放下 筷子,很 好 地 抓住 勺子,Aloners
很 好 地 抓住 勺子,放下 勺子,Aloners
再見,再見,Aloners
再見,有 個 好 地方,Aloners
有 個 好 地方,再見,Aloners
語音 指導   無法 連接 ， 所以 ， 嗶聲 後 ， 它 連接到 語音 信箱 ...,來電 鈴聲,Aloners
你 好,蘇進 先生,Aloners
蘇進 先生,是 的 ， 你 是 誰 ？,Aloners
是 的 ， 你 是 誰 ？,是 我 ， 吉娜,Aloners
是 我 ， 吉娜,呃 ， 前輩,Aloners
呃 ， 前輩,前輩 ， 對不起,Aloners
前輩 ， 對不起,蛤 ？,Aloners
蛤 ？,甚麼 ？,Aloners
甚麼 ？,秀珍 ， 你 不 是 因為 這 個 打電話 嗎 ？,Aloners
秀珍 ， 你 不 是 因為 這 個 打電話 嗎 ？,我 不會 一言不發 地 離開 公司,Aloners
我 不會 一言不發 地 離開 公司,其實 ， 我 做 得 不 好 。,Aloners
其實 ， 我 做 得 不 好 。,我 一 個 人 也 吃 不 下 ， 所以 我 只是 惹惱 了 人們 。,Aloners
好 嗎 ？ ， 祝 媽媽 好運,嘿,Aloners
蘇進 先生,哦 ， 我 真的 打電話 了 。,Aloners
哦 ， 我 真的 打電話 了 。,我 不 知道 該 說 些 甚麼,Aloners
我 不 知道 該 說 些 甚麼,從 辦公室 打電話 時,Aloners
從 辦公室 打電話 時,這 並 不 難,Aloners
我 好像 不能 吃,是 嗎 ？,Aloners
是 嗎 ？,我 甚至 不能 一 個 人 睡,Aloners
我 甚至 不能 一 個 人 睡,我 甚至 不能 坐 公共汽車,Aloners
我 甚至 不能 坐 公共汽車,我 一 個 人 也 做 不 到 。,Aloners
我 一 個 人 也 做 不 到 。,其實 我 不 認為 一 個 人 可以 做 任何 事情 。,Aloners
其實 我 不 認為 一 個 人 可以 做 任何 事情 。,就 這樣 假裝,Aloners
你 知道 的 ， 蘇金 。,我 真的 是 今天 ， 不 ...,Aloners
吞嚥 口水   哦 ， 最近 發生 了 很多 事情 。,我 也 遇到 了 蘇錦 。,Aloners
我 也 遇到 了 蘇錦 。,哦 ， 很 難 解釋 一切 。,Aloners
嗯 ， 我 還是 不 知道 是 甚麼,仍然,Aloners
仍然,我 知道 這 個,Aloners
我 知道 這 個,我 是 蘇錦,Aloners
我 是 蘇錦,我 想 好好 的 說 再見,Aloners
再見 ？,是 的,Aloners
是 的,啊 ， 所以,Aloners
蘇金 先生,再見,Aloners
再見,無聲 的 音樂,Aloners
無聲 的 音樂,很 高興 見到 你,Aloners
對不起 ， 我 不能 照顧 你,我,Aloners
我,對不起,Aloners
對不起,秀珍 抽泣,Aloners
不 ， 但是 ， 在 你 身後 ， 在 你 身後 ， 一 點 … …,我 是 成勳 的 朋友 。,Aloners
笑,接近 的 腳步聲,Aloners
呃 ， 隔壁,你 為甚麼 在 這 ？,Aloners
你 為甚麼 在 這 ？,我們 進去 吃 點 米飯 吧 。,Aloners
我們 進去 吃 點 米飯 吧 。,我 會 做飯,Aloners
隔壁,看,Aloners
真的 很 不 一樣,平靜 的 音樂,Aloners
所以,休學 後 你 打算 做 什麼 ？,Aloners
休學 後 你 打算 做 什麼 ？,我 不 知道,Aloners
我 不 知道,你 這樣 做 不 是 為 換 工作 做 準備 嗎 ？,Aloners
你 這樣 做 不 是 為 換 工作 做 準備 嗎 ？,我 還是 不 知道,Aloners
我 還是 不 知道,我 需要 一些 時間,Aloners
給 我 回來,不准 把 槍 丟 在 地上,AmericanSniper2015R3
不准 把 槍 丟 在 地上,是 的 ， 爸爸,AmericanSniper2015R3
是 的 ， 爸爸,這 槍 射 得 好極了,AmericanSniper2015R3
這 槍 射 得 好極了,你 很 有 天份,AmericanSniper2015R3
你 很 有 天份,你 會 成為 很 棒 的 獵人,AmericanSniper2015R3
你 會 成為 很 棒 的 獵人,在 「 使徒 行傳 」 中,AmericanSniper2015R3
在 「 使徒 行傳 」 中,很多 次 保羅 因為 自己 的 信仰,AmericanSniper2015R3
很多 次 保羅 因為 自己 的 信仰,而 遭受 審判,AmericanSniper2015R3
而 遭受 審判,有時 我們 都 得 如此,AmericanSniper2015R3
有時 我們 都 得 如此,我們 不能 完全 瞭解 神 的 旨意,AmericanSniper2015R3
我們 不能 完全 瞭解 神 的 旨意,不 知 他 會 降下 何等 榮耀 給 我們,AmericanSniper2015R3
不 知 他 會 降下 何等 榮耀 給 我們,我們 的 人生 像 拼圖 一樣 難以 理解,AmericanSniper2015R3
你 在 幹嘛 ？,但 當 光榮 之 日 來臨 時 ， 我們 會 清楚 看到 神 的 旨意,AmericanSniper2015R3
但 當 光榮 之 日 來臨 時 ， 我們 會 清楚 看到 神 的 旨意,讓 我們 一起 檮告,AmericanSniper2015R3
讓 我們 一起 檮告,世界 上 有 三 種 人,AmericanSniper2015R3
世界 上 有 三 種 人,綿羊 、 惡狼 ， 和 牧羊犬,AmericanSniper2015R3
綿羊 、 惡狼 ， 和 牧羊犬,有 些 人 相信 世界 上 不 存在 邪惡,AmericanSniper2015R3
有 些 人 相信 世界 上 不 存在 邪惡,麻煩 找上門 時 ， 也 不 知 如何 自保,AmericanSniper2015R3
麻煩 找上門 時 ， 也 不 知 如何 自保,那些 人 是 綿羊,AmericanSniper2015R3
那些 人 是 綿羊,然後 還 有 掠食 者,AmericanSniper2015R3
然後 還 有 掠食 者,他們 用 暴力 脅迫 弱小,AmericanSniper2015R3
他們 用 暴力 脅迫 弱小,他們 是 惡 狼,AmericanSniper2015R3
他們 是 惡 狼,起來 啊 ， 傑夫 ， 打 他,AmericanSniper2015R3
起來 啊 ， 傑夫 ， 打 他,還 有 那些 有 本事 以暴制暴 的 人,AmericanSniper2015R3
還 有 那些 有 本事 以暴制暴 的 人,他們 喜歡 除 強 扶 弱,AmericanSniper2015R3
他們 喜歡 除 強 扶 弱,這 種 人 很 罕見,AmericanSniper2015R3
這 種 人 很 罕見,他們 以 除暴 安良 為 己任,AmericanSniper2015R3
他們 以 除暴 安良 為 己任,這些 人 是 牧羊犬,AmericanSniper2015R3
這些 人 是 牧羊犬,我們 家 可 不能 養出 綿羊,AmericanSniper2015R3
我們 家 可 不能 養出 綿羊,若 你們 敢 當 惡 狼 就 等 著 吃 鞭子,AmericanSniper2015R3
但 我們 保護 自己人,如果 有 人 敢 挑釁 你,AmericanSniper2015R3
如果 有 人 敢 挑釁 你,或是 欺負 你 弟弟,AmericanSniper2015R3
或是 欺負 你 弟弟,我 同意 讓 你 去 解決 這些 人,AmericanSniper2015R3
我 同意 讓 你 去 解決 這些 人,那 個 人 欺負 傑夫,AmericanSniper2015R3
那 個 人 欺負 傑夫,是 真 的 嗎 ？,AmericanSniper2015R3
是 真 的 嗎 ？,是 的 ， 爸爸 ， 是 真的,AmericanSniper2015R3
是 的 ， 爸爸 ， 是 真的,你 解決 他 了 嗎 ？,AmericanSniper2015R3
你 解決 他 了 嗎 ？,那 你 就 知道 你 是 哪 種 人,AmericanSniper2015R3
